"SFS.II.V1.V3","1.6.I.V1.V3","2.6.II.V1.V3","2.6.III.V1.V3","3.6.IV.V1.V3","4.6.V.V1.V3","WT.I.V1.V3","WT.II.V1.V3","WT.III.V1.V3","1.5.I.V1.V3","2.5.II.V1.V3","2.5.III.V1.V3","3.5.IV.V1.V3","4.5.V.V1.V3","SFS.I.V3.V5","SFS.II.V3.V5","1.6.I.V3.V5","2.6.II.V3.V5","2.6.III.V3.V5","3.6.IV.V3.V5","4.6.V.V3.V5","WT.I.V3.V5","WT.II.V3.V5","WT.III.V3.V5","1.5.I.V3.V5","2.5.II.V3.V5","2.5.III.V3.V5","3.5.IV.V3.V5","4.5.V.V3.V5"
"113586",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"23209",1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"4483956",5,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,0
"812149",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4475802",1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,0
"510276",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"114389",5,1,,3,,1,,,,,1,,1,,,,2,,1,,1,,,,,,,,0
"206560",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"249425",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0
"568391",5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0
"799231",10,2,3,2,3,1,,,,1,,1,,,,,1,,1,,,,,1,,,,,0
"4303696",10,9,8,31,17,3,5,2,27,18,9,17,2,8,,,9,,9,8,7,,,12,4,1,17,1,5
"4347733",1,2,,1,7,,,,2,5,2,4,1,,,,2,1,,,2,,,,,,,,0
"4398257",1,1,,,,1,,,,2,1,,,,2,1,,,,,1,,,1,,,,,0
"1129787",3,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,0
"4314198",20,,1,2,1,,,,,2,,2,1,,,,,,,,,,,,,,,,0
"616465",1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"113365",1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0
"4425896",2,4,4,14,15,5,,1,25,3,5,4,2,,3,,,,,,1,,,,,,,,0
"151894",6,,,,4,1,,,2,5,6,,2,,4,,5,1,1,,,,,1,2,,3,1,1
"533650",1,,,,3,,,,,,4,1,,,,,,1,,,2,,,,,,,,1
"46832",23,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,0
"4312727",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"829343",3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0
"99073",1,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,0
"1122202",4,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0
"4458424",4,22,10,45,115,43,1,18,103,70,33,25,39,,,,,,,,,,,,,,,,0
"83531",16,3,14,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"551866",16,1,,3,1,,,,1,,,1,2,,,,,,,,,,,,,,,,0
"40511",7,34,17,12,20,21,,1,6,14,21,6,32,1,,,,1,,1,2,,,3,1,,1,4,6
"164830",1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0
"815167",1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,0
"91512",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"236991",3,,,,,,,,,,,,,,1,,2,,,,,,,,,,2,1,0
"800619",17,5,8,1,3,4,,,,1,,4,4,,,,,,,,,,,,,,,,0
"3225782",4,9,6,17,26,7,1,1,17,24,12,18,7,,,,1,1,2,,1,,1,4,,1,1,2,1
"55243",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4366403",1,,,,1,4,,,,1,1,,,,,,,,,,,,,,,,,,0
"261182",2,,,4,1,,1,5,2,1,,1,,,,,,,,,,,,,,,,,0
"214128",36,,,,,,,,,,,1,,1,4,11,1,,,1,,,,,,,,,0
"548878",2,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,0
"1675799",4,,,,2,,,1,2,1,1,,10,,,,,,,,,,,,,,,,0
"1857346",29,1,,,,,,,,,,,,,1,6,,,,,,,,,,1,,1,0
"4300153",15,2,2,,14,1,1,,10,4,2,4,,,,,,,,,,,,,,,,,0
"2651008",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1051693",5,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,0
"306074",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"827612",5,4,2,19,40,24,,,9,6,6,7,8,,1,,3,,2,,6,,,1,,,1,1,2
"2482760",1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,0
"2245713",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4483373",7,2,,3,2,1,,,4,2,,1,1,,1,,,,,,,,,,,,1,,0
"4391684",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1122863",12,18,19,16,106,21,1,2,17,12,9,16,6,,,,,,,,,,,,,,,,0
"215423",1,1,2,1,3,2,,,,,,1,,,1,1,1,,,,,,,,,,,,0
"557467",1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0
"4404738",2,,1,2,,,,,,,,,,,1,,1,1,,,1,,,,,,,,1
"104490",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4390559",2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4463684",1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,0
"539866",3,,,,,,,,1,,,,,,11,2,,1,,,4,,,,,,,,1
"4371629",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"848909",23,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0
"550937",4,1,,,,,,,,,,1,,1,8,3,,,1,1,2,,,4,,,,1,1
"172809",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1144000",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"113092",1,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,0
"822309",1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,0
"4465677",3,,,,,,,,,,,,,,5,1,,,,,,,,1,,,,,0
"215113",14,,,,,,,,,,,,,,,3,,,,,,,,,,,,,0
"1148214",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1105901",6,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,0
"2036700",2,,,1,,,,1,3,,,,,,,,,,,,,,,,,,,,0
"816631",4,3,2,1,,,,,,,1,1,,,1,,,1,,,,,,,,,,,0
"205900",5,1,2,1,,,,,,,,,,,5,,,,,,,,,,,,,,0
"1094372",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5547",4,2,4,8,7,,1,,13,1,3,7,1,,,,,,,,,,,,,,,,0
"113068",1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,0
"514041",3,2,2,8,2,,,1,3,5,1,7,1,,,,,,,,,,,,,,,,0
"143392",11,1,2,2,6,1,,,9,3,1,2,,,,,,,,,,,,,,,,,0
"4304382",1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,0
"113717",3,,1,4,,1,,,,3,,,1,,,,,,,,,,,,,,,,0
"389854",6,1,,,5,1,,1,2,1,,,,,,,,,,,,,,,,,,,0
"259371",2,,,,2,1,,2,3,,,1,,,,,,,,,,,,,,,,,0
"1864501",6,3,1,2,7,3,,,2,1,2,4,1,,,,,,,,,,,,,,,,0
"829954",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4305723",12,,3,,1,,,1,4,3,1,,,,,,,,,,,,,,,,,,0
"4348098",6,1,,,2,2,,,1,3,3,1,,,2,,,,,,1,,,4,,1,,,0
"811458",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4457554",2,1,1,2,7,1,,,3,,1,1,,,,,,,,,,,,,,,1,,0
"1134217",4,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,0
"2880684",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1126903",22,1,,2,,,,,1,1,3,,1,,,,,,,,,,,,,,,,0
"4425219",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"14659",3,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,0
"279872",1,,,,,2,,,1,1,,1,,,,,,,,,,,,,,,,,0
"1122667",1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,0
"204934",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"540946",1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,0
"4320436",15,2,1,5,1,3,,,3,1,3,2,,,,,,,,,,,,,,,,,0
"3412843",3,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"352211",4,5,1,7,30,2,1,2,19,,,,5,,,,,,,,,,,,,,,,0
"508780",4,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,0
"819663",2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,0
"1128929",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1145388",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"247980",4,1,2,,,,,1,,,,4,1,,,2,,,,,,,,,,,,,0
"132233",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"288283",1,23,1,2,17,15,1,4,16,3,15,20,8,,1,,3,1,,,,,,3,2,1,4,2,1
"115017",2,1,,,2,1,,,30,,,,,,,,,,,,,,,,,,,,0
"336433",11,,1,,,,,,,2,1,,2,,,,,,,,,,,,,,,,0
"512563",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"78784",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1542689",7,,,1,,,,,,,1,,1,,1,2,,,,,,,,,,,,,0
"1137157",25,2,8,2,18,1,,,2,,3,4,,,,,,,,,,,,,,,,,0
"4319210",5,,,,1,,,,,,,,1,,1,,,1,,,,,,,,,,,1
"210024",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"262768",4,6,4,5,22,7,,,13,9,11,10,1,1,,1,8,3,2,1,8,,,,14,5,2,2,4
"339660",3,,1,1,,1,,,1,,1,1,,,5,2,3,2,,,5,,,,1,,1,1,4
"215477",6,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,0
"314513",1,1,,,2,,,,1,,1,,4,1,,,,,,1,,,,,,,,,0
"306710",4,36,88,220,336,118,20,87,373,50,28,18,239,11,1,,5,12,19,11,30,8,48,86,9,6,4,63,49
"142261",6,,,,2,,,,2,1,,,,,,,,,,,,,,,,,1,,2
"607579",2,2,2,,2,,,,1,,1,2,2,,,,,,,,,,,,,,,,0
"208293",2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"549252",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"320782",7,,,,1,,,,,2,,,3,,2,,,,,,1,,,,,,,1,0
"793359",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1639768",6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0
"4463100",2,,1,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,0
"4473304",1,,,,2,2,,,,,,,,,,,,,,,1,,,,,,,,0
"1130906",14,1,1,5,13,3,5,,14,5,,4,,,,,,,,,,,,,,,,,0
"4331815",1,64,123,186,255,86,8,25,456,136,76,91,77,139,1,,134,85,68,139,315,9,23,342,165,57,95,77,144
"790913",3,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,0
"106838",1,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,1
"557323",2,,2,1,,1,,,,,,,,,,1,1,,,,,,,,,1,1,1,0
"4327717",8,,1,2,1,,,,1,,,,,1,1,,,,1,1,,,,,,,,,1
"334186",2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,0
"115150",25,19,45,37,43,14,,6,40,25,46,7,8,5,5,6,25,9,8,5,43,,,4,11,132,15,2,13
"1141710",20,1,,1,4,,,,,2,1,1,1,,,,,,,,,,,,,,,,0
"171409",13,1,,,5,1,1,,23,,3,7,1,,,,,,,,,,,,,,,,0
"156286",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4440638",34,2,1,5,,1,,,3,,,1,,,,,,,,,,,,,,,,,0
"578528",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"248808",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4339223",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"212776",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"262464",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"3267604",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"1106653",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"256447",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"209935",3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0
"254180",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"213177",12,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,0
"208343",3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"545487",21,,,3,1,,,,1,,2,,,,,,,,,,,,,,,,,,0
"588630",4,,,1,,,,,,1,,,,,2,,,,,,,,,,,,,,0
"235541",8,1,1,,2,1,,1,1,1,,,,1,1,2,,,1,1,,,,,,,,,2
"210598",4,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,0
"4297586",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4386443",6,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,0
"509247",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"711843",2,10,98,110,64,30,1,1,6,5,78,2,34,,,,,,1,,,,,,,,,,0
"1139684",7,,,1,,1,,,5,,,,,,,,,,,,,,,,,,,,0
"4390890",13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"809886",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"246763",11,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"311035",15,,,,1,,,,1,,2,,,,3,1,,,1,,,,,,,1,,1,0
"241289",4,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,0
"562008",1,1,5,,1,1,,,4,1,10,2,1,,1,,4,1,1,,3,,,3,6,1,,,3
"4453524",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"241113",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"113209",9,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,0
"4304697",11,11,10,6,104,51,,,37,39,28,11,4,,,,,,,,,,,,,,,,0
"4349122",1,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,0
"826250",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4308577",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"3603301",2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0
"1147339",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"587598",3,,,1,,,,,2,,,1,,,,2,2,,,,2,,,,1,,,,0
"4312724",12,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,0
"539570",3,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,1,0
"78422",2,2,3,7,,11,,,2,2,6,,2,,1,,2,2,15,,31,,,4,1,3,3,1,0
"554483",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"584489",8,2,5,1,3,1,,,1,,1,2,2,,1,,,,,,,,,1,,,,,0
"4468934",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4413732",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"347595",18,2,,,2,1,,,5,,2,,,,,,,,,,,,,,,,,,0
"113477",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4308376",2,19,60,29,86,21,24,18,11,18,83,15,17,,,,,,,,,,,,,,,,0
"3046706",5,,2,,,,,,,,,,,,7,,,,,,,,,,,,,,0
"353925",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"156976",6,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,0
"142419",8,1,,,,,2,13,,,1,1,,,,,,,,,,,,,,,,,0
"1057720",1,,,2,,,,,,,4,1,,,,,,,,,,,,,,,,,0
"317632",4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"4330293",30,,3,,,1,,,3,,2,,,,,,,,,,,,,,,,,,0
"1042351",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"215692",25,2,2,1,2,,,,,,2,1,1,,,,,,,,,,,,,,,,0
"4429750",3,1,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,0
"216128",1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0
"959590",2,86,120,115,139,55,,6,68,196,78,63,122,,1,,,,,,,,,1,,,,,1
